"IID","Pop","Color","Predicted_Ancestry","PC1","PC2","PC3","PC4"
"01-001-04","CEU","gray","CEU",0.0114736,-0.00795284,0.000651527,-0.00601856
"01-002-01","MXL","chocolate2","MXL",-0.0061,-0.00886122,-0.0451441,0.028517
"01-002-03","MXL","chocolate2","MXL",-0.00324039,-0.00916605,-0.0411249,0.0314417
"01-003-01","CEU","gray","CEU",0.0116952,-0.00764819,0.00108766,-0.00675837
"01-004-01","CEU","gray","CEU",0.0119635,-0.00681246,-0.000225948,-0.00606061
"01-005-01","TSI","gray","TSI",0.0103029,-0.00794595,-0.0117344,0.0104472
"01-007-01","CEU","gray","CEU",0.0113632,-0.0070518,0.000273077,-0.00662588
"01-008-01","LWK","orchid3","LWK",-0.0401792,-0.0113945,-0.0936061,-0.0092115
"01-009-01","TSI","gray","TSI",0.0104431,-0.00772058,-0.00409659,0.00207867
"01-010-01","JPT","goldenrod1","JPT",-0.00300303,0.0549661,-0.0520126,0.00619625
"01-011-01","CEU","gray","CEU",0.0116677,-0.00763935,-0.00146727,-0.00803276
"01-012-01","CEU","gray","CEU",0.0114195,-0.00730611,0.000516206,-0.00551078
"01-013-01","TSI","gray","TSI",0.0102348,-0.00762331,-0.00869257,0.00584222
"01-014-01","MXL","chocolate2","MXL",-0.00221164,-0.00227803,-0.0286795,-0.00354465
"01-015-01","MXL","chocolate2","MXL",0.00624806,-0.00321888,-0.0218063,0.0293709
"01-016-01","TSI","gray","TSI",0.0109788,-0.00764044,-0.0068272,0.00519311
"01-017-01","MXL","chocolate2","MXL",0.0114619,-0.00567564,-0.00219659,-0.00815444
"01-018-01","CEU","gray","CEU",0.0118812,-0.00791641,0.000345902,-0.00163633
"01-020-01","MXL","chocolate2","MXL",0.0101984,-0.00589513,-0.00601681,0.00393732
"01-021-01","CEU","gray","CEU",0.0118758,-0.00785209,-0.000470685,-0.00305734
"01-021-02","TSI","gray","TSI",0.0114214,-0.00869144,-0.000716338,-0.00238849
"01-022-01","TSI","gray","TSI",0.0112645,-0.00818511,-0.000295235,-0.00573244
"01-023-01","TSI","gray","TSI",0.0096621,-0.00785813,-0.0102621,0.0164676
"01-024-01","MXL","chocolate2","MXL",0.00649247,-0.0059902,-0.0128666,-0.00306445
"01-025-01","CEU","gray","CEU",0.0114415,-0.00699522,4.63177e-05,-0.00481299
"01-026-01","CEU","gray","CEU",0.0118832,-0.00613651,-0.000136104,-0.00398346
"01-027-01","YRI","orchid3","YRI",-0.0433437,-0.0130226,-0.0998566,-0.00935324
"01-028-01","CEU","gray","CEU",0.0113199,-0.00718519,4.77892e-05,-0.00280307
"01-029-01","CHB","goldenrod1","CHB",-0.00351331,0.0506133,-0.0554651,0.0142843
"01-030-01","MXL","chocolate2","MXL",0.00691238,-0.00763237,-0.0172195,0.022486
"01-031-01","MXL","chocolate2","MXL",9.36145e-05,-0.00736372,-0.0301826,0.0329154
"01-032-01","TSI","gray","TSI",0.011323,-0.00778116,-0.000973477,-0.00566779
"01-033-01","TSI","gray","TSI",0.00789577,-0.00787248,-0.00629701,-0.00465877
"01-034-01","CEU","gray","CEU",0.0116488,-0.00745785,-7.07051e-05,-0.00643255
"01-035-01","CEU","gray","CEU",0.0118632,-0.00821263,-0.000421237,-0.00473621
"01-036-01","TSI","gray","TSI",0.0111705,-0.00825528,0.000531622,-0.00451946
"01-037-01","ASW","orchid3","ASW",-0.0370694,-0.0110627,-0.0881132,-0.010494
"01-038-01","CEU","gray","CEU",0.0117348,-0.00789547,0.000828721,-0.00458476
"01-039-01","MKK","orchid3","MKK",-0.0327669,-0.0114671,-0.0794661,-0.0117099
"01-040-01","MXL","chocolate2","MXL",-0.00280515,-0.00888922,-0.037711,0.026225
"01-041-01","TSI","gray","TSI",0.0106477,-0.00752553,-0.000129599,0.000214159
"01-042-01","TSI","gray","TSI",0.0111092,-0.00793878,0.00162958,-0.00504833
"01-043-01","CEU","gray","CEU",0.0115321,-0.006905,0.00041034,-0.0067958
"01-044-01","CEU","gray","CEU",0.0117781,-0.00815831,-0.00198289,-0.00332152
"01-044-04","CEU","gray","CEU",0.0118877,-0.00780045,-0.00148941,-0.00343608
"01-045-01","CEU","gray","CEU",0.011226,-0.00698932,-0.00075137,-0.00543428
"01-046-01","MXL","chocolate2","MXL",0.00603087,-0.00647638,-0.0124141,-0.00501921
"01-047-01","TSI","gray","TSI",0.00966632,-0.00785777,-0.0101332,0.0164239
"01-048-01","TSI","gray","TSI",0.0110475,-0.00854232,0.000414638,-0.00169007
"01-049-01","CHB","goldenrod1","CHB",-0.00350351,0.0506256,-0.055573,0.0142157
"01-050-01","TSI","gray","TSI",0.0103125,-0.00735822,-0.00364101,0.00361286
"01-051-01","ASW","orchid3","ASW",-0.0171103,-0.00826267,-0.056039,0.00813485
"01-052-01","TSI","gray","TSI",0.012012,-0.00863256,-0.00051096,-0.00259859
"01-053-01","TSI","gray","TSI",0.0112133,-0.00807178,-0.0012581,-0.00841092
"01-053-04","TSI","gray","TSI",0.0112177,-0.00808425,-0.00127956,-0.00848752
"01-054-01","CEU","gray","CEU",0.0111498,-0.00719458,-0.000636852,-0.0014537
"01-055-01","CEU","gray","CEU",0.0115442,-0.00787496,-0.000480431,-0.00563538
"01-056-01","TSI","gray","TSI",0.0115181,-0.00845791,-0.000830853,-0.00630702
"01-057-01","MKK","orchid3","MKK",-0.0318771,-0.0106879,-0.0855354,0.0010392
"01-058-01","TSI","gray","TSI",0.0116741,-0.00858107,-0.00281814,-0.00395007
"01-059-01","CEU","gray","CEU",0.0115984,-0.00810333,-0.00133542,-0.00501995
"01-060-01","TSI","gray","TSI",0.00984366,-0.00736468,-0.00928049,0.0119421
"01-061-01","TSI","gray","TSI",0.0108969,-0.00757776,-0.00263514,-0.00324909
"01-062-01","TSI","gray","TSI",0.0104504,-0.00783776,-0.00590003,0.00322983
"01-063-01","TSI","gray","TSI",0.0095127,-0.00725766,-0.0101452,0.0114517
"01-064-01","MXL","chocolate2","MXL",0.00445583,0.0237576,-0.0269948,0.00172154
"01-065-01","MXL","chocolate2","MXL",0.00266053,-0.00809121,-0.0252455,0.0376485
"01-066-01","CEU","gray","CEU",0.012207,-0.00744429,0.000650392,-0.00804133
"01-067-01","MXL","chocolate2","MXL",-0.00331322,-0.00920803,-0.0401876,0.0240185
"01-067-04","MXL","chocolate2","MXL",-0.00330837,-0.00922704,-0.040234,0.0239501
"01-068-01","TSI","gray","TSI",0.011343,-0.0088824,9.22654e-06,-0.00437758
"01-069-01","CEU","gray","CEU",0.0115076,-0.00717836,-0.00103671,-0.00404816
"01-070-01","TSI","gray","TSI",0.0109463,-0.00874199,-0.000539242,-0.00232854
"01-071-01","TSI","gray","TSI",0.0106696,-0.00720243,0.000773687,-0.00649073
"01-072-01","TSI","gray","TSI",0.0108122,-0.007198,-0.00159903,-0.00216546
"01-073-01","CEU","gray","CEU",0.0115583,-0.0080077,-0.0020254,-0.004105
"01-074-01","MXL","chocolate2","MXL",0.0102724,-0.00594512,-0.00526228,0.00258852
"01-075-01","CEU","gray","CEU",0.0118894,-0.00781507,-4.21539e-05,-0.00411163
"01-076-01","MXL","chocolate2","MXL",0.00896982,-0.00205045,-0.00638205,-0.00931021
"01-077-01","TSI","gray","TSI",0.009399,-0.00762417,-0.00617786,0.00397328
"01-078-01","MXL","chocolate2","MXL",0.00989271,-0.00688116,-0.00915483,0.0127797
"01-079-01","TSI","gray","TSI",0.0092146,-0.00743456,-0.0136056,0.0222743
"01-079-02","TSI","gray","TSI",0.0102529,-0.00739127,-0.00821184,0.0145491
"01-080-01","JPT","goldenrod1","JPT",-0.00289116,0.0546116,-0.0509707,0.00757611
"01-081-01","CEU","gray","CEU",0.011386,-0.00759933,0.000863359,-0.0025834
"01-082-01","MXL","chocolate2","MXL",-0.00405262,-0.00911812,-0.0405393,0.0251885
"01-083-01","MXL","chocolate2","MXL",-0.00409297,-0.00933187,-0.0390673,0.0281137
"01-084-01","LWK","orchid3","LWK",-0.0431102,-0.0124366,-0.101542,-0.00949867
"01-085-01","TSI","gray","TSI",0.00793518,-0.00866978,-0.00695048,0.000985234
"01-086-01","MXL","chocolate2","MXL",0.00896519,-0.00720501,-0.0112927,0.0103569
"01-087-01","MXL","chocolate2","MXL",0.00808362,-0.00612292,-0.0158326,0.0286918
"01-088-01","TSI","gray","TSI",0.00921752,-0.00872421,-0.00603852,0.00437179
"01-089-01","MXL","chocolate2","MXL",0.00797675,-0.00695211,-0.015207,0.0190813
"01-090-01","TSI","gray","TSI",0.00969751,-0.00821709,-0.00954424,0.0122583
"01-091-01","ASW","orchid3","ASW",-0.0137858,-0.0098998,-0.0471366,-0.00540197
"01-092-01","CEU","gray","CEU",0.0114395,-0.00771473,-0.00258067,-0.00462251
"01-093-01","MXL","chocolate2","MXL",0.00812373,-0.00764786,-0.0132697,0.0154722
"01-094-01","MXL","chocolate2","MXL",0.00846718,-0.00685843,-0.0133553,0.0207339
"01-095-01","TSI","gray","TSI",0.0111217,-0.00792172,0.00157157,-0.00507305
"01-096-01","MXL","chocolate2","MXL",0.00916114,-0.00135063,-0.00938226,0.00536094
"01-097-01","MXL","chocolate2","MXL",0.00883411,0.00489256,-0.00963924,-0.0110926
"01-098-01","CEU","gray","CEU",0.0112953,-0.00643143,-0.000293081,-0.00613916
"01-099-01","TSI","gray","TSI",0.010397,-0.00719253,-0.00565964,0.00473343
"01-100-01","CEU","gray","CEU",0.0118101,-0.00763005,6.06471e-05,-0.00579586
"01-101-01","CEU","gray","CEU",0.0118131,-0.00772625,0.000133125,-0.00626144
"01-102-01","TSI","gray","TSI",0.00977436,-0.0083834,-0.00843784,0.00248857
"01-103-01","TSI","gray","TSI",0.0111501,-0.00832537,-0.00343641,-0.00305731
"01-104-01","TSI","gray","TSI",0.0113365,-0.00807995,0.000603702,-0.00395624
"01-105-01","TSI","gray","TSI",0.00912721,-0.00817269,-0.00884935,0.0130201
"01-106-01","MXL","chocolate2","MXL",0.00341284,0.0233097,-0.0259614,3.33039e-05
"01-107-01","TSI","gray","TSI",0.00988407,-0.00757571,-0.00641077,0.00925405
"01-108-01","TSI","gray","TSI",0.0111989,-0.00804568,-0.000294267,-0.0055438
"01-109-01","CEU","gray","CEU",0.0119605,-0.00751325,-0.000102677,-0.00454111
"01-110-01","MXL","chocolate2","MXL",0.00271738,0.0288603,-0.0312375,-0.0334436
"01-111-01","MXL","chocolate2","MXL",0.000339657,0.00903707,-0.0320085,0.000835648
"01-112-01","TSI","gray","TSI",0.0114746,-0.00837728,-0.000642444,-0.00053095
"01-112-04","TSI","gray","TSI",0.0114897,-0.00837589,-0.000342358,-0.000443903
"01-112-05","TSI","gray","TSI",0.011539,-0.00828575,-0.00105088,-0.00279896
"01-113-01","MXL","chocolate2","MXL",0.00695595,0.00965228,-0.0185853,0.00434134
"01-114-01","TSI","gray","TSI",0.0107129,-0.00789671,-0.0031841,-0.00572438
"01-115-01","MXL","chocolate2","MXL",-0.000322944,-0.00730702,-0.0327515,0.0352411
"01-116-01","TSI","gray","TSI",0.0112295,-0.00854918,-0.00100424,-0.00285522
"01-117-01","MXL","chocolate2","MXL",0.00658544,-0.00677197,-0.0161812,0.0176582
"01-119-01","MXL","chocolate2","MXL",-0.000785908,-0.00879147,-0.0347008,0.0250081
"01-120-01","MXL","chocolate2","MXL",-0.00360865,-0.00869812,-0.0370524,0.0236247
"01-121-01","CEU","gray","CEU",0.0112199,-0.0076106,-0.00263687,0.00541309
"01-122-01","TSI","gray","TSI",0.0101074,-0.00841864,-0.00321457,-0.000400598
"01-123-01","GIH","chocolate2","GIH",0.00489798,0.00448165,-0.0275271,0.0389824
"01-124-01","MXL","chocolate2","MXL",-0.00439758,-0.00899065,-0.0381803,0.0232881
"01-125-01","CEU","gray","CEU",0.0115277,-0.00744956,0.0011349,-0.00705697
"01-126-01","TSI","gray","TSI",0.0111438,-0.00782092,5.73816e-06,-0.00232476
"01-127-01","TSI","gray","TSI",0.0111658,-0.00805817,0.00138493,-0.00551606
"01-128-01","TSI","gray","TSI",0.00892402,-0.00845988,-0.00908602,0.0105047
"01-130-01","TSI","gray","TSI",0.009214,-0.00748264,-0.0115695,0.016938
"01-131-01","MXL","chocolate2","MXL",-0.00258005,-0.00964099,-0.0352203,0.0230964
"01-132-01","CEU","gray","CEU",0.0119009,-0.00770754,-0.00127551,-0.00490416
"01-134-01","MXL","chocolate2","MXL",0.00424554,0.0212599,-0.0275308,0.00390895
"01-135-01","TSI","gray","TSI",0.010622,-0.00791316,-0.00245886,-0.00097508
"01-136-01","MXL","chocolate2","MXL",0.000302886,0.0334206,-0.0484714,0.0312249
"01-137-01","CEU","gray","CEU",0.0111526,-0.00735145,0.000344668,-0.00319369
"01-138-01","MXL","chocolate2","MXL",0.00154507,-0.00809929,-0.0165994,-0.00697911
"01-139-01","TSI","gray","TSI",0.0104663,-0.00881933,-0.00306498,0.00111255
"01-140-01","MXL","chocolate2","MXL",0.0074722,-0.00680425,-0.0175762,0.0263412
"01-142-01","CEU","gray","CEU",0.0114613,-0.00734358,-0.00148127,-0.00529273
"01-145-01","TSI","gray","TSI",0.0087064,-0.00822885,-0.00575336,0.000145675
"01-147-01","MXL","chocolate2","MXL",0.00885925,-0.00653097,-0.006494,-0.00116435
"01-149-01","MXL","chocolate2","MXL",0.000215229,-0.0077296,-0.034623,0.0432722
"01-150-01","MXL","chocolate2","MXL",0.0089536,-0.00686269,-0.0109967,0.0122922
"01-151-01","TSI","gray","TSI",0.0116402,-0.00818706,-0.00152618,-0.00380674
"01-152-01","CEU","gray","CEU",0.0116711,-0.00794006,0.00243771,-0.00479705
"01-153-01","TSI","gray","TSI",0.0117108,-0.00833014,-0.00138733,-0.00547738
"01-154-01","TSI","gray","TSI",0.0109157,-0.00738819,-0.00233153,-0.00554533
"01-155-01","MXL","chocolate2","MXL",0.00653689,-0.00723831,-0.00978418,-0.0027699
"01-156-01","MXL","chocolate2","MXL",-0.0027201,-0.00939693,-0.0411333,0.0336402
"01-157-01","MXL","chocolate2","MXL",0.000199982,-0.00469702,-0.0227168,-0.0023344
"01-158-01","TSI","gray","TSI",0.0115908,-0.00817018,0.00217279,-0.00724578
"01-159-01","CEU","gray","CEU",0.0116904,-0.00762865,0.0011348,-0.00864336
"01-160-01","MXL","chocolate2","MXL",0.00591708,0.0103836,-0.0219011,-0.0167547
"01-161-01","TSI","gray","TSI",0.0117175,-0.0085588,-0.00100179,-0.00509536
"01-162-01","CEU","gray","CEU",0.011779,-0.0081282,0.000577018,-0.00497373
"01-163-01","MXL","chocolate2","MXL",0.0101344,-0.00569775,-0.00558641,0.00420566
"01-164-01","MXL","chocolate2","MXL",0.006082,-0.00573876,-0.0209654,0.0276236
"01-165-01","MXL","chocolate2","MXL",-0.00381168,-0.00928342,-0.0377342,0.0269857
"01-166-01","CEU","gray","CEU",0.0116193,-0.00796316,-0.00100178,-0.00614878
"01-167-01","CEU","gray","CEU",0.012036,-0.00840632,-0.00149344,-0.00331962
"01-168-01","TSI","gray","TSI",0.00932753,-0.00771037,-0.0104505,0.0198174
"01-169-01","MXL","chocolate2","MXL",0.00429853,-0.00738795,-0.0203166,0.0151005
"01-170-01","TSI","gray","TSI",0.0102298,-0.00729011,-0.00936074,0.00977494
"01-170-02","TSI","gray","TSI",0.0100783,-0.00749246,-0.0103739,0.00532603
"01-171-01","CEU","gray","CEU",0.0115598,-0.00730226,0.00124816,-0.00613547
"01-172-01","MXL","chocolate2","MXL",-0.00636314,-0.00324833,-0.0332748,0.000422678
"01-173-01","TSI","gray","TSI",0.0112688,-0.00816652,-0.000706417,-0.00387716
"01-174-01","CEU","gray","CEU",0.0112625,-0.00689859,-0.00194796,-0.00376547
"01-176-01","CEU","gray","CEU",0.011728,-0.00804354,-0.00137586,-0.00336234
"01-177-01","TSI","gray","TSI",0.0113887,-0.00800011,-0.0005883,-0.00305314
"01-178-01","MXL","chocolate2","MXL",0.00402954,0.0208322,-0.0309365,0.0144953
"01-179-01","GIH","chocolate2","GIH",0.00491121,0.00671192,-0.0273889,0.0330828
"01-180-01","CEU","gray","CEU",0.0111763,-0.00721902,0.000529554,-0.00652617
"01-181-01","CEU","gray","CEU",0.0113906,-0.00749951,-0.00101856,-0.00264909
"01-181-03","TSI","gray","TSI",0.0109989,-0.00763076,-0.00210532,-0.00201865
"01-182-01","MXL","chocolate2","MXL",0.000236218,-0.00898428,-0.0299382,0.0243675
"01-183-01","CEU","gray","CEU",0.0117267,-0.00811489,-7.82998e-05,-0.00648209
"01-184-01","MXL","chocolate2","MXL",0.00888934,-0.00644875,-0.0112911,0.0155641
"01-185-01","CEU","gray","CEU",0.0119366,-0.00775383,0.00103245,-0.00848412
"01-186-01","CEU","gray","CEU",0.0120483,-0.00764479,-0.000595265,-0.00449722
"01-187-01","MXL","chocolate2","MXL",0.00816344,-0.00751872,-0.0119377,0.0165737
"01-188-01","MXL","chocolate2","MXL",-0.00389754,-0.00824001,-0.0380254,0.0265042
"01-189-01","CHB","goldenrod1","CHB",-0.00282412,0.0520372,-0.047383,0.00696388
"01-190-01","MXL","chocolate2","MXL",-0.00505703,-0.00835445,-0.0372158,0.0126368
"01-191-01","TSI","gray","TSI",0.0109212,-0.00812237,-0.00187297,-0.00286591
"01-191-04","CEU","gray","CEU",0.0115176,-0.00760143,-0.00264799,-0.00163027
"01-192-01","CEU","gray","CEU",0.0113365,-0.00736712,-0.000300189,-0.00516422
"01-192-02","TSI","gray","TSI",0.0113698,-0.00834034,-0.00267834,0.000592488
"01-194-01","MXL","chocolate2","MXL",0.000200471,-0.00841569,-0.0338265,0.0221735
"01-195-01","CEU","gray","CEU",0.0118675,-0.00825746,0.000683049,-0.00335099
"01-196-01","MXL","chocolate2","MXL",0.00898131,-0.00707085,-0.00968378,0.0133299
"01-197-01","CHB","goldenrod1","CHB",-0.00351573,0.0489484,-0.0524827,0.0126143
"01-198-01","MXL","chocolate2","MXL",0.0050009,0.00118996,-0.0188393,-0.00577916
"01-199-01","TSI","gray","TSI",0.0111532,-0.00784839,-0.000326266,-0.00242847
"01-200-01","MXL","chocolate2","MXL",0.00851914,0.00630895,-0.0108413,-0.0157273
"01-201-01","CEU","gray","CEU",0.0115091,-0.00657906,-0.000487702,-0.00102366
"01-202-01","GIH","chocolate2","GIH",0.00518788,0.00536692,-0.0274951,0.0367656
"01-204-01","GIH","chocolate2","GIH",0.00471561,0.00706076,-0.030102,0.0365829
"01-205-01","MXL","chocolate2","MXL",-0.00107925,-0.00861927,-0.0347969,0.0274185
"01-206-01","MXL","chocolate2","MXL",-0.0040849,-0.00897743,-0.0388828,0.0267476
"01-207-01","ASW","orchid3","ASW",-0.0120573,-0.00943135,-0.0440876,-0.00752841
"01-208-01","MXL","chocolate2","MXL",0.00906093,-0.00730831,-0.0102114,0.0106865
"01-209-01","CEU","gray","CEU",0.0111908,-0.0063253,-0.000990221,-0.00634173
"01-210-01","CEU","gray","CEU",0.0112592,-0.00772062,0.000689484,-0.00770117
"01-211-01","CEU","gray","CEU",0.0113868,-0.00776233,-0.000699108,-0.00338095
"01-212-01","TSI","gray","TSI",0.00992874,-0.007411,-0.00905642,0.00916895
"01-213-01","MXL","chocolate2","MXL",-0.000458981,-0.00877615,-0.0326434,0.0213462
"03-001-01","TSI","gray","TSI",0.0112968,-0.00784851,0.000867545,-0.00811964
"03-002-01","TSI","gray","TSI",0.0117513,-0.00825625,0.00110682,-0.0113366
"03-003-01","MXL","chocolate2","MXL",0.000782685,0.00875843,-0.033749,-0.0183392
"03-004-01","CEU","gray","CEU",0.0115287,-0.00744287,0.000161007,-0.00606518
"03-005-01","CEU","gray","CEU",0.0110973,-0.00724452,-0.000612289,-0.0025624
"03-006-01","CEU","gray","CEU",0.0115564,-0.00724876,0.000872054,-0.00771623
"03-007-01","TSI","gray","TSI",0.0111077,-0.007973,0.00143792,-0.00714232
"03-009-01","CEU","gray","CEU",0.0115031,-0.00731742,0.00112497,-0.00678851
"03-010-01","CEU","gray","CEU",0.0121664,-0.00726453,0.000242613,-0.00996208
"03-011-01","MXL","chocolate2","MXL",-0.00382246,-0.00750453,-0.0395349,0.0374418
"03-012-01","CEU","gray","CEU",0.0112822,-0.00637527,-0.00275999,-0.00213908
"03-013-01","CEU","gray","CEU",0.0112515,-0.00714509,0.000210296,-0.00488329
"03-014-01","TSI","gray","TSI",0.0116526,-0.00816547,-0.00051575,-0.0079318
"03-016-01","CEU","gray","CEU",0.0114434,-0.0075236,-0.000463954,-0.00271482
"03-017-01","CEU","gray","CEU",0.0113917,-0.00644783,-0.000899174,-0.00663959
"03-018-01","CEU","gray","CEU",0.0116116,-0.00625184,-0.00242104,-0.00687032
"03-019-01","TSI","gray","TSI",0.0114319,-0.00805687,5.30585e-05,-0.00610998
"03-020-01","GIH","chocolate2","GIH",0.00219169,0.0118139,-0.039294,0.0479832
"03-021-01","TSI","gray","TSI",0.0100419,-0.00791927,-0.0062994,0.00296494
"03-022-01","CEU","gray","CEU",0.011473,-0.00755041,0.000979687,-0.00675352
"03-023-01","CEU","gray","CEU",0.011908,-0.0074543,-0.000210455,-0.00666101
"03-024-01","CEU","gray","CEU",0.011344,-0.00755914,0.000161754,-0.00537937
"03-025-01","CEU","gray","CEU",0.0115163,-0.00795256,0.00141428,-0.00631508
"03-026-01","CEU","gray","CEU",0.0115111,-0.00707585,0.000698481,-0.00586273
"03-029-01","CEU","gray","CEU",0.0119254,-0.0066928,0.00159285,-0.00687483
"03-030-01","CEU","gray","CEU",0.0116138,-0.00787951,0.00159177,-0.00838803
"03-031-01","MXL","chocolate2","MXL",0.0106688,-0.00234391,-0.00448589,-0.00851925
"03-033-01","MXL","chocolate2","MXL",0.00784092,0.00038146,-0.00964271,-0.0112454
"03-034-01","CEU","gray","CEU",0.0117551,-0.00747482,0.000569641,-0.00365455
"03-035-01","TSI","gray","TSI",0.0116227,-0.00833867,0.00075326,-0.00835685
"03-036-01","CEU","gray","CEU",0.0118353,-0.00800479,0.000840247,-0.00777901
"03-038-01","CEU","gray","CEU",0.0111673,-0.00705204,-0.000277847,-0.00524131
"03-039-01","TSI","gray","TSI",0.0115576,-0.00832655,0.000387662,-0.00370839
"03-040-01","MXL","chocolate2","MXL",0.00684111,0.000858947,-0.0184578,0.0188446
"03-041-01","CEU","gray","CEU",0.0120687,-0.00771015,0.000414614,-0.00864316
"03-042-01","CEU","gray","CEU",0.0119573,-0.00674373,-0.00128707,-0.00556412
"03-043-01","CEU","gray","CEU",0.0118815,-0.00754737,0.00384051,-0.00757195
"03-044-01","CEU","gray","CEU",0.0114221,-0.00773682,0.000300115,-0.00858253
"03-045-01","MXL","chocolate2","MXL",0.00427536,-0.00839765,-0.0188222,0.013978
"03-046-01","CEU","gray","CEU",0.0120879,-0.00684981,0.000274176,-0.00711613
"03-047-01","MXL","chocolate2","MXL",0.00897222,-0.000532466,-0.0118779,-0.0088832
"03-048-01","TSI","gray","TSI",0.0115193,-0.00825129,0.000597763,-0.00544926
"03-049-01","CEU","gray","CEU",0.0112127,-0.00735078,-0.00142433,-0.0053911
"03-050-01","CEU","gray","CEU",0.0121353,-0.00716175,-0.00156774,-0.00360078
"03-051-01","MXL","chocolate2","MXL",0.0072547,-0.0059094,-0.0187132,0.0256928
"03-052-01","CEU","gray","CEU",0.0117962,-0.00723764,0.00294176,-0.00735514
"03-053-01","CEU","gray","CEU",0.0113435,-0.00651188,0.000941245,-0.00862247
"03-054-01","CEU","gray","CEU",0.0110847,-0.00669053,-0.0044065,0.00217423
"03-055-01","MXL","chocolate2","MXL",0.00379462,-0.00680252,-0.023813,0.0283405
"03-056-01","CEU","gray","CEU",0.0113876,-0.00746536,-0.0012941,-0.00656741
"03-057-01","TSI","gray","TSI",0.00786175,-0.00798765,-0.0133685,0.00676337
"03-058-01","CEU","gray","CEU",0.0120581,-0.00708812,0.000357418,-0.00753423
"03-060-01","MXL","chocolate2","MXL",0.0104949,-0.00645984,-0.00025757,-0.00643049
"03-061-01","CEU","gray","CEU",0.0112366,-0.0074733,0.000103513,-0.00434952
"03-062-01","TSI","gray","TSI",0.0117207,-0.00845636,-0.000259713,-0.00956625
"03-063-01","CEU","gray","CEU",0.0111483,-0.00757079,-0.00250681,-0.00131916
"03-064-01","CEU","gray","CEU",0.012071,-0.00740335,0.00361899,-0.00833343
"03-065-01","CHB","goldenrod1","CHB",-0.00300512,0.0484313,-0.0521151,0.0150173
"03-066-01","TSI","gray","TSI",0.0113378,-0.0080751,0.00105335,-0.00737016
"03-067-01","MXL","chocolate2","MXL",0.00832907,-0.0015128,-0.0108802,0.00359599
"03-068-01","CEU","gray","CEU",0.012057,-0.00763644,-3.00697e-05,-0.00483529
"03-069-01","CEU","gray","CEU",0.0118779,-0.00802882,0.000771795,-0.00738332
"03-070-01","CEU","gray","CEU",0.0118938,-0.00703249,0.000695686,-0.00796585
"03-071-01","TSI","gray","TSI",0.0116218,-0.00849014,0.00162682,-0.00801899
"03-072-01","CEU","gray","CEU",0.0119656,-0.00695339,0.00146915,-0.00722634
"03-073-01","CEU","gray","CEU",0.0116165,-0.00748573,0.00160219,-0.00682939
"03-074-01","MXL","chocolate2","MXL",0.00772986,-0.00457382,-0.0175585,0.0238451
"03-075-01","CEU","gray","CEU",0.0114104,-0.0064847,0.000122055,-0.00622674
"03-076-01","CEU","gray","CEU",0.0120057,-0.00793461,-0.00157814,-0.00760596
"03-077-01","MXL","chocolate2","MXL",0.0061392,-0.00695178,-0.0210764,0.0272712
"03-078-01","TSI","gray","TSI",0.00957599,-0.00707497,-0.00602882,0.00847192
"03-079-01","CEU","gray","CEU",0.0117288,-0.00791703,0.000735666,-0.00863551
"03-080-01","CEU","gray","CEU",0.0118538,-0.00673192,-0.000443932,-0.00529208
"03-081-01","LWK","orchid3","LWK",-0.0406494,-0.0105299,-0.0965445,0.0394372
"03-082-01","CEU","gray","CEU",0.0116541,-0.00708949,0.000717059,-0.00480808
"03-084-01","ASW","orchid3","ASW",-0.0205154,-0.00876783,-0.0670585,0.0543552
"03-086-01","CEU","gray","CEU",0.0119878,-0.00713562,0.000681475,-0.00697659
"03-088-01","MXL","chocolate2","MXL",0.0105152,-0.0064975,-0.00724003,0.00451928
"03-090-01","CEU","gray","CEU",0.0117817,-0.00781153,0.00154255,-0.00737035
"03-091-01","CEU","gray","CEU",0.0110752,-0.00716441,-0.000603695,-0.00509286
"03-092-01","CEU","gray","CEU",0.0117372,-0.00733859,0.00257425,-0.00790364
"03-093-01","MXL","chocolate2","MXL",0.00974346,-0.00168029,-0.00403098,-0.00845653
"03-094-01","CEU","gray","CEU",0.0111517,-0.00733818,-0.00099705,-0.00410879
"03-095-01","CEU","gray","CEU",0.0119901,-0.00831814,0.00165013,-0.00781959
"03-096-01","CEU","gray","CEU",0.0116451,-0.00741071,0.00110826,-0.00533194
"03-097-01","CEU","gray","CEU",0.0121107,-0.00800997,0.000399312,-0.00801306
"03-098-01","CEU","gray","CEU",0.0115359,-0.00765674,0.000735411,-0.0073936
"03-099-01","MXL","chocolate2","MXL",0.0109361,-0.00394162,-0.00296872,-0.00491177
"03-100-01","MXL","chocolate2","MXL",0.00929997,-0.00337236,-0.00648831,0.00724423
"03-101-01","GIH","chocolate2","GIH",0.0026505,0.0108235,-0.0348463,0.0438202
"03-102-01","TSI","gray","TSI",0.0100824,-0.00722189,-0.00350873,-0.00933353
"03-103-01","CEU","gray","CEU",0.0122089,-0.00768137,-0.000295761,-0.00919415
"03-104-01","CEU","gray","CEU",0.011542,-0.00714965,0.000898428,-0.00566654
"03-105-01","CEU","gray","CEU",0.0114257,-0.00744243,-0.00146463,-0.00784703
"03-106-01","GIH","chocolate2","GIH",0.00237583,0.0115486,-0.03809,0.0460311
