"IID","Pop","Color","Predicted_Ancestry","PC1","PC2","PC3","PC4"
"01-097-01","JDRF-chrAll","#2c7bb6","MXL",0.00932143,0.00454408,-0.00710653,-0.010062
"01-098-01","JDRF-chrAll","#2c7bb6","CEU",0.0117349,-0.00693253,4.6794e-05,-0.00498709
"01-099-01","JDRF-chrAll","#2c7bb6","TSI",0.0107973,-0.00766092,-0.0046545,0.00520538
"01-100-01","JDRF-chrAll","#2c7bb6","CEU",0.0122441,-0.00811409,-0.000201164,-0.00495427
"01-101-01","JDRF-chrAll","#2c7bb6","CEU",0.0122285,-0.00822823,-4.86155e-05,-0.00580527
"01-102-01","JDRF-chrAll","#2c7bb6","TSI",0.010175,-0.00885967,-0.00672945,0.00230073
"01-103-01","JDRF-chrAll","#2c7bb6","TSI",0.0115707,-0.00884882,-0.0029837,-0.00246181
"01-104-01","JDRF-chrAll","#2c7bb6","TSI",0.0117274,-0.00858271,0.000620668,-0.00313035
"01-105-01","JDRF-chrAll","#2c7bb6","TSI",0.00949053,-0.00859429,-0.00701547,0.0121868
"01-106-01","JDRF-chrAll","#2c7bb6","MXL",0.00400714,0.0232482,-0.0211347,0.000334208
"01-107-01","JDRF-chrAll","#2c7bb6","TSI",0.0102623,-0.00802708,-0.00524183,0.00930012
"01-108-01","JDRF-chrAll","#2c7bb6","TSI",0.0115983,-0.00856114,-0.000889917,-0.00440295
"01-109-01","JDRF-chrAll","#2c7bb6","CEU",0.0123946,-0.00800822,-0.000221544,-0.00344671
"01-110-01","JDRF-chrAll","#2c7bb6","MXL",0.00333982,0.0286545,-0.0226886,-0.0321893
"01-111-01","JDRF-chrAll","#2c7bb6","MXL",0.00076823,0.00880601,-0.0255941,0.00125075
"01-112-01","JDRF-chrAll","#2c7bb6","TSI",0.0119063,-0.00888515,-0.000342538,0.000583552
"01-112-04","JDRF-chrAll","#2c7bb6","TSI",0.0119218,-0.00888372,2.8114e-05,0.000545444
"01-112-05","JDRF-chrAll","#2c7bb6","TSI",0.0119581,-0.00879951,-0.000730481,-0.00209269
"01-113-01","JDRF-chrAll","#2c7bb6","MXL",0.00746934,0.00940493,-0.0152891,0.00485633
"01-114-01","JDRF-chrAll","#2c7bb6","TSI",0.0111186,-0.00837491,-0.00321373,-0.00481363
"01-115-01","JDRF-chrAll","#2c7bb6","MXL",-9.00173e-05,-0.00756565,-0.0276436,0.0351408
"01-116-01","JDRF-chrAll","#2c7bb6","TSI",0.0116293,-0.00903417,-0.000947749,-0.00243132
"01-117-01","JDRF-chrAll","#2c7bb6","MXL",0.00694536,-0.0071284,-0.0136971,0.0167862
"01-119-01","JDRF-chrAll","#2c7bb6","MXL",-0.000526049,-0.00903903,-0.0295018,0.0246886
"01-120-01","JDRF-chrAll","#2c7bb6","MXL",-0.00336936,-0.00889635,-0.0311269,0.0226549
"01-121-01","JDRF-chrAll","#2c7bb6","CEU",0.0116235,-0.0080691,-0.0016143,0.00546332
"01-122-01","JDRF-chrAll","#2c7bb6","TSI",0.0105107,-0.00890964,-0.00266558,-0.000314978
"01-123-01","JDRF-chrAll","#2c7bb6","GIH",0.0053226,0.00410787,-0.0229691,0.0338099
"01-124-01","JDRF-chrAll","#2c7bb6","MXL",-0.0041642,-0.009185,-0.0322168,0.0230817
"01-125-01","JDRF-chrAll","#2c7bb6","CEU",0.011931,-0.0079424,0.00110473,-0.00621623
"01-126-01","JDRF-chrAll","#2c7bb6","TSI",0.0115588,-0.00830774,0.000103524,-0.00141719
"01-127-01","JDRF-chrAll","#2c7bb6","TSI",0.0115518,-0.00853569,0.000931633,-0.00442715
"01-128-01","JDRF-chrAll","#2c7bb6","TSI",0.00929689,-0.0089025,-0.00755943,0.01045
"01-130-01","JDRF-chrAll","#2c7bb6","TSI",0.00962328,-0.00790965,-0.00932501,0.0167598
"01-131-01","JDRF-chrAll","#2c7bb6","MXL",-0.00235768,-0.0098607,-0.0296753,0.0222558
"01-132-01","JDRF-chrAll","#2c7bb6","CEU",0.0123303,-0.00819948,-0.00112586,-0.00471912
"01-134-01","JDRF-chrAll","#2c7bb6","MXL",0.00482251,0.0211269,-0.0226615,0.00418719
"01-135-01","JDRF-chrAll","#2c7bb6","TSI",0.0110338,-0.00840855,-0.00245101,-0.000332781
"01-136-01","JDRF-chrAll","#2c7bb6","MXL",0.000955685,0.0334147,-0.039507,0.0284417
"01-137-01","JDRF-chrAll","#2c7bb6","CEU",0.0115235,-0.0078073,0.000484789,-0.00221009
"01-138-01","JDRF-chrAll","#2c7bb6","MXL",0.00183231,-0.00845898,-0.0149042,-0.00654125
"01-139-01","JDRF-chrAll","#2c7bb6","TSI",0.0108528,-0.00927619,-0.00249895,0.00194972
"01-140-01","JDRF-chrAll","#2c7bb6","MXL",0.00781267,-0.0071991,-0.0146271,0.0248049
"01-142-01","JDRF-chrAll","#2c7bb6","CEU",0.0118876,-0.00780556,-0.00089186,-0.00516807
"01-145-01","JDRF-chrAll","#2c7bb6","TSI",0.00908086,-0.00866641,-0.00467383,0.000298932
"01-147-01","JDRF-chrAll","#2c7bb6","MXL",0.009258,-0.00697583,-0.0054182,0.000330502
"01-149-01","JDRF-chrAll","#2c7bb6","MXL",0.000494444,-0.00800578,-0.029635,0.0446857
"01-150-01","JDRF-chrAll","#2c7bb6","MXL",0.00934104,-0.00726279,-0.00920392,0.0116945
"01-151-01","JDRF-chrAll","#2c7bb6","TSI",0.0120559,-0.00867711,-0.00151571,-0.00229144
"01-152-01","JDRF-chrAll","#2c7bb6","CEU",0.0120708,-0.0084479,0.00230534,-0.00416786
"01-153-01","JDRF-chrAll","#2c7bb6","TSI",0.0121099,-0.00884383,-0.00164938,-0.00458917
"01-154-01","JDRF-chrAll","#2c7bb6","TSI",0.0113194,-0.00786291,-0.00232698,-0.00448982
"01-155-01","JDRF-chrAll","#2c7bb6","MXL",0.00688158,-0.00764546,-0.00802715,-0.00255112
"01-156-01","JDRF-chrAll","#2c7bb6","MXL",-0.00248629,-0.00951767,-0.0336256,0.0320357
"01-157-01","JDRF-chrAll","#2c7bb6","MXL",0.00050153,-0.00499589,-0.019058,-0.00229447
"01-158-01","JDRF-chrAll","#2c7bb6","TSI",0.0119889,-0.00869065,0.00201901,-0.00673994
"01-159-01","JDRF-chrAll","#2c7bb6","CEU",0.0120978,-0.00813595,0.000856539,-0.00741002
"01-160-01","JDRF-chrAll","#2c7bb6","MXL",0.00644179,0.0100698,-0.0167421,-0.0155735
"01-161-01","JDRF-chrAll","#2c7bb6","TSI",0.0121255,-0.00904675,-0.00097986,-0.00397927
"01-162-01","JDRF-chrAll","#2c7bb6","CEU",0.0121836,-0.0086306,0.000891811,-0.00449402
"01-163-01","JDRF-chrAll","#2c7bb6","MXL",0.0105655,-0.00615188,-0.00385604,0.0044185
"01-164-01","JDRF-chrAll","#2c7bb6","MXL",0.00644157,-0.00609568,-0.0178504,0.0261933
"01-165-01","JDRF-chrAll","#2c7bb6","MXL",-0.00360983,-0.00946231,-0.0321225,0.0269379
"01-166-01","JDRF-chrAll","#2c7bb6","CEU",0.0120419,-0.0084525,-0.000382598,-0.00542588
"01-167-01","JDRF-chrAll","#2c7bb6","CEU",0.0124702,-0.00889381,-0.00134662,-0.00272131
"01-168-01","JDRF-chrAll","#2c7bb6","TSI",0.00971544,-0.00813554,-0.00788996,0.0185196
"01-169-01","JDRF-chrAll","#2c7bb6","MXL",0.00460832,-0.00770194,-0.0175027,0.0152406
"01-170-01","JDRF-chrAll","#2c7bb6","TSI",0.0106308,-0.00772257,-0.0081618,0.0098145
"01-170-02","JDRF-chrAll","#2c7bb6","TSI",0.0104746,-0.00794233,-0.0094627,0.00563635
"01-171-01","JDRF-chrAll","#2c7bb6","CEU",0.01198,-0.00779526,0.00128036,-0.00545238
"01-172-01","JDRF-chrAll","#2c7bb6","MXL",-0.00614625,-0.00350527,-0.0290722,-0.000238457
"01-173-01","JDRF-chrAll","#2c7bb6","TSI",0.0116626,-0.00867666,-0.000596129,-0.00357173
"01-174-01","JDRF-chrAll","#2c7bb6","CEU",0.0116894,-0.00739702,-0.00210535,-0.00270334
"01-176-01","JDRF-chrAll","#2c7bb6","CEU",0.012141,-0.00853809,-0.00118666,-0.00282385
"01-177-01","JDRF-chrAll","#2c7bb6","TSI",0.0118084,-0.00852665,5.08683e-05,-0.00272732
"01-178-01","JDRF-chrAll","#2c7bb6","MXL",0.00461477,0.0207423,-0.025145,0.0147246
"01-179-01","JDRF-chrAll","#2c7bb6","GIH",0.00538412,0.00636338,-0.0224903,0.0291148
"01-180-01","JDRF-chrAll","#2c7bb6","CEU",0.0115865,-0.00771839,0.000311145,-0.00579666
"01-181-01","JDRF-chrAll","#2c7bb6","CEU",0.0118106,-0.00799729,-0.000631245,-0.00207878
"01-181-03","JDRF-chrAll","#2c7bb6","TSI",0.0113924,-0.00810159,-0.00195085,-0.00140687
"01-182-01","JDRF-chrAll","#2c7bb6","MXL",0.000508614,-0.00923545,-0.0252981,0.0243979
"01-183-01","JDRF-chrAll","#2c7bb6","CEU",0.0121623,-0.00862608,-0.000197119,-0.00565162
"01-184-01","JDRF-chrAll","#2c7bb6","MXL",0.00928672,-0.00686448,-0.00945312,0.0151414
"01-185-01","JDRF-chrAll","#2c7bb6","CEU",0.0123707,-0.00825049,0.000681315,-0.00713809
"01-186-01","JDRF-chrAll","#2c7bb6","CEU",0.0124865,-0.00814831,-0.000754886,-0.00381925
"01-187-01","JDRF-chrAll","#2c7bb6","MXL",0.0085181,-0.00791102,-0.0101248,0.0165596
"01-188-01","JDRF-chrAll","#2c7bb6","MXL",-0.0037172,-0.00841258,-0.0335747,0.027382
"01-189-01","JDRF-chrAll","#2c7bb6","CHB",-0.00205462,0.0523116,-0.0376348,0.00812602
"01-190-01","JDRF-chrAll","#2c7bb6","MXL",-0.00484231,-0.00859863,-0.0326126,0.0124306
"01-191-01","JDRF-chrAll","#2c7bb6","TSI",0.011322,-0.008609,-0.00181878,-0.00238565
"01-191-04","JDRF-chrAll","#2c7bb6","CEU",0.0119364,-0.00807926,-0.00255432,-0.000610868
"01-192-01","JDRF-chrAll","#2c7bb6","CEU",0.0117586,-0.00784713,0.000290054,-0.00449701
"01-192-02","JDRF-chrAll","#2c7bb6","TSI",0.0117776,-0.00882517,-0.00234451,0.00160448
"01-194-01","JDRF-chrAll","#2c7bb6","MXL",0.000486274,-0.00868039,-0.0285984,0.0215465
"01-195-01","JDRF-chrAll","#2c7bb6","CEU",0.0122658,-0.00875368,0.000551598,-0.0028103
"01-196-01","JDRF-chrAll","#2c7bb6","MXL",0.00934928,-0.0074956,-0.00836085,0.0133232
"01-197-01","JDRF-chrAll","#2c7bb6","CHB",-0.00279878,0.0492821,-0.0433112,0.0132246
"01-198-01","JDRF-chrAll","#2c7bb6","MXL",0.005428,0.000843945,-0.0147731,-0.00529298
"01-199-01","JDRF-chrAll","#2c7bb6","TSI",0.0115639,-0.00832136,0.000389886,-0.00161689
"01-200-01","JDRF-chrAll","#2c7bb6","MXL",0.00904203,0.00593291,-0.00730867,-0.0153191
"01-201-01","JDRF-chrAll","#2c7bb6","CEU",0.0119455,-0.00707437,0.000319036,-0.000352753
"01-202-01","JDRF-chrAll","#2c7bb6","GIH",0.00563674,0.00501531,-0.0223134,0.0317674
"01-204-01","JDRF-chrAll","#2c7bb6","GIH",0.0051905,0.00674301,-0.0249986,0.0318628
"01-205-01","JDRF-chrAll","#2c7bb6","MXL",-0.000793461,-0.00887403,-0.0296442,0.027094
"01-206-01","JDRF-chrAll","#2c7bb6","MXL",-0.00386538,-0.00913411,-0.0334653,0.0266668
"01-207-01","JDRF-chrAll","#2c7bb6","ASW",-0.0119365,-0.00962328,-0.0388093,-0.00675586
"01-208-01","JDRF-chrAll","#2c7bb6","MXL",0.00944805,-0.00769844,-0.0091253,0.0107124
"01-209-01","JDRF-chrAll","#2c7bb6","CEU",0.0116189,-0.00678981,-0.000648954,-0.00487825
"01-210-01","JDRF-chrAll","#2c7bb6","CEU",0.0116666,-0.00825504,0.000582299,-0.00748228
"01-211-01","JDRF-chrAll","#2c7bb6","CEU",0.011796,-0.00823987,-0.000707559,-0.00255445
"01-212-01","JDRF-chrAll","#2c7bb6","TSI",0.0103483,-0.00786568,-0.0072567,0.00916339
"01-213-01","JDRF-chrAll","#2c7bb6","MXL",-0.000158756,-0.00900744,-0.0268666,0.020368
"03-001-01","JDRF-chrAll","#2c7bb6","TSI",0.0116998,-0.00833857,0.000515338,-0.00710718
"03-002-01","JDRF-chrAll","#2c7bb6","TSI",0.0121806,-0.00879061,0.000546671,-0.0100905
"03-003-01","JDRF-chrAll","#2c7bb6","MXL",0.00121871,0.00850872,-0.027739,-0.0181996
"03-004-01","JDRF-chrAll","#2c7bb6","CEU",0.0119473,-0.00794236,0.000473983,-0.00596288
"03-005-01","JDRF-chrAll","#2c7bb6","CEU",0.0115022,-0.00773518,-0.000293976,-0.00208861
"03-006-01","JDRF-chrAll","#2c7bb6","CEU",0.0119822,-0.00776587,0.000609497,-0.00686972
"03-007-01","JDRF-chrAll","#2c7bb6","TSI",0.0114988,-0.00847271,0.000855045,-0.00619688
"03-009-01","JDRF-chrAll","#2c7bb6","CEU",0.0119331,-0.0078289,0.000897225,-0.00540536
"03-010-01","JDRF-chrAll","#2c7bb6","CEU",0.012591,-0.00777526,-0.000113636,-0.00950133
"03-011-01","JDRF-chrAll","#2c7bb6","MXL",-0.00361271,-0.00770108,-0.0346213,0.0389543
"03-012-01","JDRF-chrAll","#2c7bb6","CEU",0.0117268,-0.00686223,-0.00196526,-0.00189272
"03-013-01","JDRF-chrAll","#2c7bb6","CEU",0.0116702,-0.00762564,0.00057399,-0.00400067
"03-014-01","JDRF-chrAll","#2c7bb6","TSI",0.0120621,-0.00867411,-0.000777944,-0.00683118
"03-016-01","JDRF-chrAll","#2c7bb6","CEU",0.011872,-0.0080225,8.31287e-05,-0.00211926
"03-017-01","JDRF-chrAll","#2c7bb6","CEU",0.0118328,-0.0069552,-0.000382197,-0.00613037
"03-018-01","JDRF-chrAll","#2c7bb6","CEU",0.0120491,-0.00675321,-0.00240818,-0.00602901
"03-019-01","JDRF-chrAll","#2c7bb6","TSI",0.0118499,-0.00853472,7.00392e-05,-0.00488246
"03-020-01","JDRF-chrAll","#2c7bb6","GIH",0.00268434,0.0115403,-0.033278,0.0421979
"03-021-01","JDRF-chrAll","#2c7bb6","TSI",0.0104258,-0.00835579,-0.00547095,0.00390539
"03-022-01","JDRF-chrAll","#2c7bb6","CEU",0.0118789,-0.00807427,0.000681622,-0.00581243
"03-023-01","JDRF-chrAll","#2c7bb6","CEU",0.0123468,-0.00795177,8.77483e-06,-0.00561356
"03-024-01","JDRF-chrAll","#2c7bb6","CEU",0.0117468,-0.00806161,-0.000102155,-0.0046033
"03-025-01","JDRF-chrAll","#2c7bb6","CEU",0.0119297,-0.00844985,0.00127258,-0.00539896
"03-026-01","JDRF-chrAll","#2c7bb6","CEU",0.011927,-0.00757496,0.000641058,-0.00515879
"03-029-01","JDRF-chrAll","#2c7bb6","CEU",0.0123377,-0.00720034,0.00140882,-0.00584036
"03-030-01","JDRF-chrAll","#2c7bb6","CEU",0.012035,-0.00840225,0.00116787,-0.00712511
"03-031-01","JDRF-chrAll","#2c7bb6","MXL",0.0111257,-0.0028185,-0.00330092,-0.00733683
"03-033-01","JDRF-chrAll","#2c7bb6","MXL",0.008279,-3.81114e-05,-0.00736504,-0.0107293
"03-034-01","JDRF-chrAll","#2c7bb6","CEU",0.0121976,-0.00797584,0.00102697,-0.00276979
"03-035-01","JDRF-chrAll","#2c7bb6","TSI",0.0120267,-0.00887048,0.000172122,-0.00741211
"03-036-01","JDRF-chrAll","#2c7bb6","CEU",0.0122495,-0.00853154,0.000223953,-0.00720212
"03-038-01","JDRF-chrAll","#2c7bb6","CEU",0.0115725,-0.00754183,-0.000583014,-0.00395905
"03-039-01","JDRF-chrAll","#2c7bb6","TSI",0.011977,-0.00880002,0.000659982,-0.00315079
"03-040-01","JDRF-chrAll","#2c7bb6","MXL",0.00728185,0.000478173,-0.0153289,0.0160064
"03-041-01","JDRF-chrAll","#2c7bb6","CEU",0.012495,-0.00822692,0.000229585,-0.00781482
"03-042-01","JDRF-chrAll","#2c7bb6","CEU",0.0124062,-0.00722701,-0.000964891,-0.00488698
"03-043-01","JDRF-chrAll","#2c7bb6","CEU",0.0122984,-0.00807144,0.0037158,-0.00704514
"03-044-01","JDRF-chrAll","#2c7bb6","CEU",0.0118093,-0.00820886,-0.000581789,-0.00733897
"03-045-01","JDRF-chrAll","#2c7bb6","MXL",0.00461643,-0.00878087,-0.0159991,0.0144832
"03-046-01","JDRF-chrAll","#2c7bb6","CEU",0.0125076,-0.00731448,-0.000138466,-0.0066179
"03-047-01","JDRF-chrAll","#2c7bb6","MXL",0.00945007,-0.00097288,-0.00921033,-0.00802684
"03-048-01","JDRF-chrAll","#2c7bb6","TSI",0.01195,-0.00876602,0.000797159,-0.00436115
"03-049-01","JDRF-chrAll","#2c7bb6","CEU",0.0116505,-0.00785376,-0.00130902,-0.00398369
"03-050-01","JDRF-chrAll","#2c7bb6","CEU",0.0125588,-0.00764613,-0.00141384,-0.0023181
"03-051-01","JDRF-chrAll","#2c7bb6","MXL",0.00761992,-0.00627619,-0.0159134,0.0239576
"03-052-01","JDRF-chrAll","#2c7bb6","CEU",0.0122121,-0.00773809,0.00245306,-0.00628618
"03-053-01","JDRF-chrAll","#2c7bb6","CEU",0.0117692,-0.00698066,0.000843555,-0.00789785
"03-054-01","JDRF-chrAll","#2c7bb6","CEU",0.0115195,-0.00714671,-0.00309109,0.00217878
"03-055-01","JDRF-chrAll","#2c7bb6","MXL",0.00411849,-0.00713251,-0.0201083,0.0276173
"03-056-01","JDRF-chrAll","#2c7bb6","CEU",0.0118397,-0.00795566,-0.000977693,-0.00570048
"03-057-01","JDRF-chrAll","#2c7bb6","TSI",0.00826151,-0.00840401,-0.0115302,0.00695031
"03-058-01","JDRF-chrAll","#2c7bb6","CEU",0.0124863,-0.00760626,0.000235569,-0.00720855
"03-060-01","JDRF-chrAll","#2c7bb6","MXL",0.0109085,-0.00694686,0.000458177,-0.00589243
"03-061-01","JDRF-chrAll","#2c7bb6","CEU",0.0116453,-0.00798508,0.000135645,-0.00347462
"03-062-01","JDRF-chrAll","#2c7bb6","TSI",0.0121359,-0.00896828,-0.000338142,-0.00956506
"03-063-01","JDRF-chrAll","#2c7bb6","CEU",0.0115607,-0.00803954,-0.00191831,-0.000700579
"03-064-01","JDRF-chrAll","#2c7bb6","CEU",0.0124868,-0.00792477,0.0032647,-0.00769726
"03-065-01","JDRF-chrAll","#2c7bb6","CHB",-0.00226354,0.0487052,-0.0416991,0.0149184
"03-066-01","JDRF-chrAll","#2c7bb6","TSI",0.0117493,-0.00856941,0.000559061,-0.006609
"03-067-01","JDRF-chrAll","#2c7bb6","MXL",0.00877408,-0.00186878,-0.00864245,0.00350637
"03-068-01","JDRF-chrAll","#2c7bb6","CEU",0.0124953,-0.00813871,-0.000256319,-0.0042695
"03-069-01","JDRF-chrAll","#2c7bb6","CEU",0.0122832,-0.0085406,0.000282383,-0.00623991
"03-070-01","JDRF-chrAll","#2c7bb6","CEU",0.0123168,-0.00755099,0.000376265,-0.00746324
"03-071-01","JDRF-chrAll","#2c7bb6","TSI",0.0120091,-0.00899982,0.000959589,-0.00706324
"03-072-01","JDRF-chrAll","#2c7bb6","CEU",0.0123845,-0.00742983,0.00113897,-0.00684264
"03-073-01","JDRF-chrAll","#2c7bb6","CEU",0.0120372,-0.00798198,0.00127703,-0.00578596
"03-074-01","JDRF-chrAll","#2c7bb6","MXL",0.00811912,-0.00501255,-0.0146697,0.0219252
"03-075-01","JDRF-chrAll","#2c7bb6","CEU",0.0118158,-0.00694551,-0.000150679,-0.00500174
"03-076-01","JDRF-chrAll","#2c7bb6","CEU",0.0124366,-0.00844895,-0.0017751,-0.0068453
"03-077-01","JDRF-chrAll","#2c7bb6","MXL",0.00648385,-0.00731159,-0.0177844,0.0262588
"03-078-01","JDRF-chrAll","#2c7bb6","TSI",0.0099649,-0.00752406,-0.0050652,0.0087166
"03-079-01","JDRF-chrAll","#2c7bb6","CEU",0.0121387,-0.00843432,2.19545e-05,-0.00784278
"03-080-01","JDRF-chrAll","#2c7bb6","CEU",0.0122906,-0.00721757,-0.000784092,-0.00450204
"03-081-01","JDRF-chrAll","#2c7bb6","LWK",-0.0409107,-0.0102768,-0.0869959,0.0486263
"03-082-01","JDRF-chrAll","#2c7bb6","CEU",0.0120701,-0.00755602,0.000466912,-0.00331284
"03-084-01","JDRF-chrAll","#2c7bb6","ASW",-0.0205148,-0.00878428,-0.0603777,0.0620548
"03-086-01","JDRF-chrAll","#2c7bb6","CEU",0.0124153,-0.00763714,0.000699004,-0.00635783
"03-088-01","JDRF-chrAll","#2c7bb6","MXL",0.0109346,-0.00694534,-0.00567189,0.0045781
"03-090-01","JDRF-chrAll","#2c7bb6","CEU",0.0122027,-0.00831263,0.00146927,-0.00665643
"03-091-01","JDRF-chrAll","#2c7bb6","CEU",0.011479,-0.00764136,-0.000680875,-0.00454386
"03-092-01","JDRF-chrAll","#2c7bb6","CEU",0.0121518,-0.00782568,0.00216761,-0.00729493
"03-093-01","JDRF-chrAll","#2c7bb6","MXL",0.01018,-0.0021185,-0.00330265,-0.00709144
"03-094-01","JDRF-chrAll","#2c7bb6","CEU",0.0115657,-0.00781482,-0.000580827,-0.00377209
"03-095-01","JDRF-chrAll","#2c7bb6","CEU",0.0124267,-0.00882707,0.0017223,-0.00738864
"03-096-01","JDRF-chrAll","#2c7bb6","CEU",0.0120623,-0.00791122,0.00132575,-0.00535443
"03-097-01","JDRF-chrAll","#2c7bb6","CEU",0.0125242,-0.00850481,-0.000152415,-0.00691332
"03-098-01","JDRF-chrAll","#2c7bb6","CEU",0.0119564,-0.00814875,0.000757529,-0.00665644
"03-099-01","JDRF-chrAll","#2c7bb6","MXL",0.0113779,-0.00440124,-0.00288603,-0.00399498
"03-100-01","JDRF-chrAll","#2c7bb6","MXL",0.00972892,-0.00379941,-0.004892,0.00622249
"03-101-01","JDRF-chrAll","#2c7bb6","GIH",0.00311334,0.010543,-0.0290257,0.0381412
"03-102-01","JDRF-chrAll","#2c7bb6","TSI",0.0105072,-0.00771325,-0.0029113,-0.00797634
"03-103-01","JDRF-chrAll","#2c7bb6","CEU",0.0126537,-0.00816423,-3.35746e-05,-0.00872645
"03-104-01","JDRF-chrAll","#2c7bb6","CEU",0.0119599,-0.00764738,0.000802089,-0.00510912
"03-105-01","JDRF-chrAll","#2c7bb6","CEU",0.0118561,-0.00793727,-0.00138612,-0.00695902
"03-106-01","JDRF-chrAll","#2c7bb6","GIH",0.00285276,0.0112776,-0.0327878,0.0400974
"03-107-01","JDRF-chrAll","#2c7bb6","GIH",0.00377405,0.0113687,-0.0318406,0.0380389
"03-108-01","JDRF-chrAll","#2c7bb6","CEU",0.0124205,-0.00840822,0.00020057,-0.0058154
"03-109-01","JDRF-chrAll","#2c7bb6","ASW",-0.0210662,-0.00823012,-0.0640784,0.0620572
"03-110-01","JDRF-chrAll","#2c7bb6","MXL",0.00618015,-0.00565074,-0.0153244,0.0252035
"03-111-01","JDRF-chrAll","#2c7bb6","MXL",-0.00442102,-0.00988175,-0.0331979,0.0231696
"03-113-01","JDRF-chrAll","#2c7bb6","CEU",0.011913,-0.00815783,0.000427134,-0.00290366
"03-114-01","JDRF-chrAll","#2c7bb6","TSI",0.0117326,-0.00830631,0.00070282,-0.00623894
"03-115-01","JDRF-chrAll","#2c7bb6","MXL",0.0108772,-0.00452897,-0.00192472,-0.000933298
"03-116-01","JDRF-chrAll","#2c7bb6","TSI",0.011771,-0.00854511,-0.000229883,-0.00527866
"03-117-01","JDRF-chrAll","#2c7bb6","GIH",0.00555985,0.00766533,-0.0252889,0.0321998
"03-118-01","JDRF-chrAll","#2c7bb6","CEU",0.0124291,-0.0085635,0.000121377,-0.00324342
"03-119-01","JDRF-chrAll","#2c7bb6","CEU",0.0118533,-0.00808744,0.000736617,-0.00269035
"03-120-01","JDRF-chrAll","#2c7bb6","MXL",0.00502317,-0.00636989,-0.0221505,0.0303824
"03-121-01","JDRF-chrAll","#2c7bb6","MXL",0.000979451,-0.00853727,-0.0257604,0.0230282
"03-122-01","JDRF-chrAll","#2c7bb6","CEU",0.0122844,-0.0078813,0.0017469,-0.0049024
"03-123-01","JDRF-chrAll","#2c7bb6","TSI",0.0115656,-0.00896102,0.000237889,-0.00270812
"03-124-01","JDRF-chrAll","#2c7bb6","CEU",0.01222,-0.00834315,0.000975158,-0.00795833
"03-125-01","JDRF-chrAll","#2c7bb6","MXL",0.0101002,-0.00133925,-0.00575896,-0.00984679
"03-126-01","JDRF-chrAll","#2c7bb6","CEU",0.0123227,-0.00831291,0.000584608,-0.00446734
"03-127-01","JDRF-chrAll","#2c7bb6","CEU",0.0117608,-0.00650431,-0.000563909,-0.00602532
"03-128-01","JDRF-chrAll","#2c7bb6","CEU",0.0122721,-0.00681976,-0.000713073,-0.00702981
"03-129-01","JDRF-chrAll","#2c7bb6","MXL",0.00377313,-0.00749256,-0.0218414,0.0341741
"03-130-01","JDRF-chrAll","#2c7bb6","MXL",0.00827127,-0.00823033,-0.0139439,0.0247008
"03-136-01","JDRF-chrAll","#2c7bb6","CEU",0.01279,-0.00775864,-0.000468719,-0.00394129
"03-137-01","JDRF-chrAll","#2c7bb6","CEU",0.0121901,-0.00788839,0.000820941,-0.0029419
"03-139-01","JDRF-chrAll","#2c7bb6","ASW",-0.0136518,-0.00884913,-0.0514981,0.0510977
"03-140-01","JDRF-chrAll","#2c7bb6","CEU",0.0111219,-0.00731603,-0.005331,0.00485725
"03-141-01","JDRF-chrAll","#2c7bb6","CEU",0.0124215,-0.00877464,0.00104725,-0.0078927
"03-144-01","JDRF-chrAll","#2c7bb6","CEU",0.0121324,-0.0078325,0.000247673,-0.0077341
"03-147-01","JDRF-chrAll","#2c7bb6","MXL",0.00448129,0.0208382,-0.0207507,0.0051181
"03-150-01","JDRF-chrAll","#2c7bb6","ASW",-0.0286269,-0.0114,-0.0636645,-0.00778001
"03-151-01","JDRF-chrAll","#2c7bb6","CEU",0.0127269,-0.00775895,-0.00106596,-0.00298252
"03-152-01","JDRF-chrAll","#2c7bb6","CEU",0.0116628,-0.00803197,-0.00102256,-0.00224052
"03-153-01","JDRF-chrAll","#2c7bb6","ASW",-0.0210114,-0.00808965,-0.0640921,0.0637824
"03-156-01","JDRF-chrAll","#2c7bb6","CEU",0.0128368,-0.00754948,0.000112699,-0.00559735
"03-157-01","JDRF-chrAll","#2c7bb6","TSI",0.0120167,-0.00887529,0.00176823,-0.00729653
"03-158-01","JDRF-chrAll","#2c7bb6","CEU",0.0121439,-0.00721436,-0.000537287,-0.00600912
"03-161-01","JDRF-chrAll","#2c7bb6","CEU",0.0125228,-0.00802101,0.000469621,-0.00687313
"03-162-01","JDRF-chrAll","#2c7bb6","CEU",0.0125528,-0.00763842,0.000927054,-0.005749
"03-167-01","JDRF-chrAll","#2c7bb6","TSI",0.0118964,-0.00930067,0.00104429,-0.00571449
"03-168-01","JDRF-chrAll","#2c7bb6","CEU",0.0123084,-0.00772594,0.00083965,-0.00466448
"03-169-01","JDRF-chrAll","#2c7bb6","CEU",0.0116794,-0.00819286,0.0014768,-0.00354883
"03-171-01","JDRF-chrAll","#2c7bb6","MXL",0.0012191,0.00850508,-0.0273439,-0.0183344
"03-172-01","JDRF-chrAll","#2c7bb6","MXL",0.00978101,-0.000980297,-0.0051773,-0.00732646
"03-173-01","JDRF-chrAll","#2c7bb6","MXL",-0.00182933,-0.00920516,-0.0304798,0.0230078
