"IID","Pop","Color","Predicted_Ancestry","PC1","PC2","PC3","PC4"
"NA19397","LWK","orchid3","LWK",-0.042967,-0.00839419,0.00770304,-0.00642538
"NA19398","LWK","orchid3","LWK",-0.0433674,-0.00831427,0.00439643,0.000438556
"NA19399","LWK","orchid3","LWK",-0.0439189,-0.0082779,0.0040428,-0.00716507
"NA19403","LWK","orchid3","LWK",-0.0411156,-0.00848725,0.00547297,-0.00098889
"NA19404","LWK","orchid3","LWK",-0.0427549,-0.00816523,0.00440958,0.000824907
"NA19428","LWK","orchid3","LWK",-0.0430683,-0.00781503,0.00478956,-0.00183309
"NA19429","LWK","orchid3","LWK",-0.0428822,-0.0070469,0.00353142,-0.0034499
"NA19430","LWK","orchid3","LWK",-0.0430802,-0.00841829,0.00256847,0.000820799
"NA19431","LWK","orchid3","LWK",-0.0435404,-0.00797278,0.00441545,-0.00574005
"NA19434","LWK","orchid3","LWK",-0.0417785,-0.00876581,0.00345881,0.00336045
"NA19435","LWK","orchid3","LWK",-0.0423802,-0.00673229,0.00676076,0.00138194
"NA19436","LWK","orchid3","LWK",-0.0432212,-0.00721292,0.00580889,-0.00614728
"NA19437","LWK","orchid3","LWK",-0.0418355,-0.0076172,0.00171946,0.00166143
"NA19438","LWK","orchid3","LWK",-0.0435087,-0.00838977,0.00662684,-0.00474265
"NA19439","LWK","orchid3","LWK",-0.0430869,-0.0085464,0.00477718,0.000571385
"NA19440","LWK","orchid3","LWK",-0.0424897,-0.00809298,0.00487068,-0.00144041
"NA19443","LWK","orchid3","LWK",-0.0424223,-0.00846242,0.00479384,-0.000194947
"NA19444","LWK","orchid3","LWK",-0.0422838,-0.00855868,0.00512371,0.00503251
"NA19445","LWK","orchid3","LWK",-0.0422704,-0.00804644,0.00638091,-0.00214767
"NA19446","LWK","orchid3","LWK",-0.043184,-0.00826897,0.00631598,-0.00392777
"NA19448","LWK","orchid3","LWK",-0.0430292,-0.00806393,0.00299928,0.00254315
"NA19449","LWK","orchid3","LWK",-0.0433165,-0.00705678,0.00565762,-0.00374796
"NA19451","LWK","orchid3","LWK",-0.0434684,-0.00895862,0.00389226,-0.00813512
"NA19452","LWK","orchid3","LWK",-0.042136,-0.00840205,0.00481062,0.00156093
"NA19455","LWK","orchid3","LWK",-0.0425937,-0.00831223,0.00409242,-0.00138599
"NA19456","LWK","orchid3","LWK",-0.0432313,-0.00728814,0.00370442,-0.00159657
"NA19457","LWK","orchid3","LWK",-0.0433517,-0.00711065,0.00416077,-0.0044401
"NA19462","LWK","orchid3","LWK",-0.04375,-0.00793351,0.0066194,-0.00911702
"NA19463","LWK","orchid3","LWK",-0.0424274,-0.00813253,0.00421091,0.00254116
"NA19466","LWK","orchid3","LWK",-0.0423973,-0.00738929,0.00359721,0.00161559
"NA19467","LWK","orchid3","LWK",-0.0423189,-0.00824337,0.00399949,-0.00198083
"NA19468","LWK","orchid3","LWK",-0.0425566,-0.0076885,0.00212688,-0.000195005
"NA19469","LWK","orchid3","LWK",-0.0432733,-0.00883282,0.00249936,-0.00355389
"NA19470","LWK","orchid3","LWK",-0.0425983,-0.00795675,0.00572856,-0.00233478
"NA19471","LWK","orchid3","LWK",-0.0421507,-0.00721132,0.00211935,-0.000646664
"NA19472","LWK","orchid3","LWK",-0.0417233,-0.00768052,0.00222894,-0.000119426
"NA19473","LWK","orchid3","LWK",-0.0423212,-0.00757955,0.00399609,-0.00147173
"NA19474","LWK","orchid3","LWK",-0.0420555,-0.00736082,0.00431135,0.00440645
"NA19625","ASW","orchid3","ASW",-0.0277229,0.00247841,0.00512203,-0.0281803
"NA19649","MXL","chocolate2","MXL",0.00837765,-0.0012277,0.000565063,-0.00843556
"NA19650","MXL","chocolate2","MXL",0.0101278,-0.00499472,-0.000133385,-0.00743288
"NA19651","MXL","chocolate2","MXL",0.0068082,0.00193395,0.0016966,-0.0117315
"NA19652","MXL","chocolate2","MXL",0.00705879,0.00191989,-0.00110757,-0.0140194
"NA19653","MXL","chocolate2","MXL",0.00780181,0.00271619,-0.00103798,-0.0151138
"NA19654","MXL","chocolate2","MXL",0.00386525,0.0149358,-0.000957758,-0.0293485
"NA19656","MXL","chocolate2","MXL",0.00431718,0.0104789,-0.00250863,-0.0249069
"NA19657","MXL","chocolate2","MXL",0.00328734,0.0164997,0.000767725,-0.0272494
"NA19658","MXL","chocolate2","MXL",0.00746681,0.00529075,-0.00395722,-0.0174003
"NA19659","MXL","chocolate2","MXL",0.00554185,0.0111324,0.000816276,-0.0234875
"NA19660","MXL","chocolate2","MXL",0.00542435,0.0121581,0.000819124,-0.0236066
"NA19661","MXL","chocolate2","MXL",0.00440259,0.0129411,0.000747599,-0.0272834
"NA19662","MXL","chocolate2","MXL",0.00537817,0.0119743,0.00068277,-0.026633
"NA19663","MXL","chocolate2","MXL",0.00226448,0.0176224,0.000211786,-0.0287642
"NA19664","MXL","chocolate2","MXL",0.00324754,0.0135958,0.000699018,-0.0244397
"NA19665","MXL","chocolate2","MXL",0.00242252,0.0175145,0.00127938,-0.0264605
"NA19669","MXL","chocolate2","MXL",0.00835074,0.00572363,-0.000231979,-0.0121633
"NA19670","MXL","chocolate2","MXL",0.00514094,0.0111293,-0.000269606,-0.0219675
"NA19671","MXL","chocolate2","MXL",0.00577314,0.00991283,0.000295374,-0.0185184
"NA19675","MXL","chocolate2","MXL",0.00955425,-0.00429492,-0.00252932,-0.00991741
"NA19676","MXL","chocolate2","MXL",0.00754946,0.00427479,0.000689959,-0.0129008
"NA19677","MXL","chocolate2","MXL",0.00840779,0.000416996,-0.00137731,-0.0113927
"NA19678","MXL","chocolate2","MXL",0.00660072,-6.99749e-05,-0.000771764,-0.013084
"NA19679","MXL","chocolate2","MXL",0.0110049,-0.00741682,-0.0019351,-0.00188621
"NA19680","MXL","chocolate2","MXL",0.00917665,-0.00365714,-0.00200217,-0.00787307
"NA19681","MXL","chocolate2","MXL",0.00367414,0.0161395,0.00341931,-0.0275661
"NA19682","MXL","chocolate2","MXL",0.00576716,0.0125988,0.00068626,-0.0260841
"NA19683","MXL","chocolate2","MXL",0.00475195,0.014046,0.00248148,-0.0271134
"NA19684","MXL","chocolate2","MXL",0.00956967,0.00364008,0.0029703,-0.0190307
"NA19685","MXL","chocolate2","MXL",0.00500483,0.0114127,-0.000112249,-0.0261722
"NA19686","MXL","chocolate2","MXL",0.00744265,0.00778184,0.00119762,-0.0242497
"NA19700","ASW","orchid3","ASW",-0.035076,-0.00871185,0.00468178,-0.0246814
"NA19701","ASW","orchid3","ASW",-0.0363438,-0.00681642,0.00291873,-0.0255929
"NA19702","ASW","orchid3","ASW",-0.0359979,-0.00754857,0.00229119,-0.0270725
"NA19703","ASW","orchid3","ASW",-0.0361342,-0.00964113,0.00765272,-0.0213067
"NA19704","ASW","orchid3","ASW",-0.0360838,-0.00822658,0.00217501,-0.0221878
"NA19705","ASW","orchid3","ASW",-0.0372101,-0.00923309,0.00496663,-0.0226377
"NA19708","ASW","orchid3","ASW",-0.0264628,-0.00759152,0.00514075,-0.0183799
"NA19711","ASW","orchid3","ASW",-0.0369836,-0.00785704,0.00458741,-0.022178
"NA19712","ASW","orchid3","ASW",-0.0381466,-0.00762808,0.00262054,-0.0210709
"NA19713","ASW","orchid3","ASW",-0.0295378,-0.00868652,0.00621233,-0.0235894
"NA19714","ASW","orchid3","ASW",-0.022223,-0.00905947,0.00405569,-0.0230174
"NA19716","MXL","chocolate2","MXL",0.00333289,0.0151361,0.000597531,-0.0272511
"NA19718","MXL","chocolate2","MXL",0.00357493,0.0165844,0.000870196,-0.0299368
"NA19719","MXL","chocolate2","MXL",0.00512578,0.00880386,-0.000567506,-0.0207519
"NA19720","MXL","chocolate2","MXL",0.00276149,0.0192247,0.000112456,-0.0320199
"NA19721","MXL","chocolate2","MXL",0.00431908,0.0141643,-0.000342728,-0.0273726
"NA19722","MXL","chocolate2","MXL",0.0050311,0.011726,-0.000792216,-0.0235929
"NA19723","MXL","chocolate2","MXL",0.0028042,0.0131452,-3.73044e-05,-0.027349
"NA19724","MXL","chocolate2","MXL",0.00502907,0.0108162,-0.00378069,-0.0258706
"NA19725","MXL","chocolate2","MXL",0.00655879,0.00599929,0.00243236,-0.0160679
"NA19726","MXL","chocolate2","MXL",0.00469508,0.0192449,-0.00089258,-0.0291387
"NA19727","MXL","chocolate2","MXL",0.00586648,0.012884,0.000762937,-0.0237969
"NA19746","MXL","chocolate2","MXL",0.00277122,0.0217139,0.000229112,-0.0309083
"NA19747","MXL","chocolate2","MXL",0.00521761,0.0149501,-0.000370621,-0.028249
"NA19748","MXL","chocolate2","MXL",0.00381246,0.0191589,-0.000506331,-0.0336417
"NA19749","MXL","chocolate2","MXL",0.00579056,0.0106622,-0.000286228,-0.0177391
"NA19750","MXL","chocolate2","MXL",0.00731789,0.00292216,0.000632194,-0.0140861
"NA19751","MXL","chocolate2","MXL",0.00713989,0.00672475,0.00168113,-0.0172132
"NA19755","MXL","chocolate2","MXL",0.00244077,0.0207652,0.00270939,-0.0294898
"NA19756","MXL","chocolate2","MXL",0.0035706,0.0120775,-0.000213042,-0.0229754
"NA19757","MXL","chocolate2","MXL",0.00191979,0.0167077,0.00168456,-0.0282419
"NA19759","MXL","chocolate2","MXL",0.00355956,0.0230971,0.000661337,-0.0355346
"NA19760","MXL","chocolate2","MXL",0.00300978,0.0240564,0.000574683,-0.0361319
"NA19761","MXL","chocolate2","MXL",0.00369164,0.0150724,0.00196621,-0.0252259
"NA19762","MXL","chocolate2","MXL",0.00208526,0.0165843,-0.000938035,-0.029204
"NA19763","MXL","chocolate2","MXL",0.00371675,0.0170345,-6.81304e-06,-0.0301405
"NA19770","MXL","chocolate2","MXL",0.00496301,0.00824455,-0.000144683,-0.0198554
"NA19771","MXL","chocolate2","MXL",0.00490288,0.0132206,-0.0010381,-0.0270352
"NA19772","MXL","chocolate2","MXL",0.00515252,0.00947458,-0.000914041,-0.0239339
"NA19773","MXL","chocolate2","MXL",0.0064119,0.00718326,-0.00151722,-0.016882
"NA19774","MXL","chocolate2","MXL",0.00333861,0.0123703,0.000100815,-0.0258717
"NA19775","MXL","chocolate2","MXL",0.00503289,0.0105678,-0.00192583,-0.0225393
"NA19776","MXL","chocolate2","MXL",0.00220453,0.010827,-0.0015001,-0.0227193
"NA19777","MXL","chocolate2","MXL",0.00282134,0.00989853,0.00054169,-0.0236202
"NA19778","MXL","chocolate2","MXL",0.00221822,0.00915109,0.00113799,-0.0248446
"NA19779","MXL","chocolate2","MXL",0.00655084,0.00423654,-0.00121629,-0.0124554
"NA19780","MXL","chocolate2","MXL",0.00656535,0.00681142,0.00160763,-0.0177336
"NA19781","MXL","chocolate2","MXL",0.00591221,0.00637151,5.32532e-05,-0.0167308
"NA19782","MXL","chocolate2","MXL",0.0041655,0.0114523,-0.000464271,-0.0227878
"NA19783","MXL","chocolate2","MXL",0.0037251,0.0244383,0.00101337,-0.0356513
"NA19784","MXL","chocolate2","MXL",0.00355356,0.0173148,0.000647167,-0.028933
"NA19788","MXL","chocolate2","MXL",0.00235006,0.0202482,0.000455328,-0.0284887
"NA19789","MXL","chocolate2","MXL",0.00440322,0.0104544,-0.00198051,-0.0194488
"NA19790","MXL","chocolate2","MXL",0.00338998,0.015197,-0.000285464,-0.0252819
"NA19794","MXL","chocolate2","MXL",0.00695946,0.00415633,-0.00186593,-0.0157158
"NA19795","MXL","chocolate2","MXL",0.00334772,0.0116737,-0.000801387,-0.0236316
"NA19796","MXL","chocolate2","MXL",0.00525884,0.0090907,-0.00105543,-0.0207319
"NA19818","ASW","orchid3","ASW",-0.0275205,-0.00836641,0.00400668,-0.0221685
"NA19819","ASW","orchid3","ASW",-0.0279259,-0.00956793,0.00374648,-0.0199293
"NA19828","ASW","orchid3","ASW",-0.0277036,-0.00862262,0.00315961,-0.0231492
"NA19834","ASW","orchid3","ASW",-0.0300524,-0.00893425,0.00656047,-0.0194199
"NA19835","ASW","orchid3","ASW",-0.0350702,-0.00761127,0.00632864,-0.019743
"NA19836","ASW","orchid3","ASW",-0.0324196,-0.00792457,0.00666125,-0.0180799
"NA19900","ASW","orchid3","ASW",-0.0346292,-0.00858367,0.0030533,-0.024112
"NA19901","ASW","orchid3","ASW",-0.0400604,-0.0081217,0.00430481,-0.0249814
"NA19902","ASW","orchid3","ASW",-0.0375617,-0.00801526,0.00449005,-0.0279205
"NA19904","ASW","orchid3","ASW",-0.0344225,-0.00899263,0.00509371,-0.0197309
"NA19908","ASW","orchid3","ASW",-0.0373796,-0.00808907,0.00411158,-0.0230057
"NA19909","ASW","orchid3","ASW",-0.0370555,-0.00789281,0.0043731,-0.0213273
"NA19914","ASW","orchid3","ASW",-0.0275084,-0.0100111,0.00108455,-0.0227857
"NA19915","ASW","orchid3","ASW",-0.0344105,-0.00891006,0.00527773,-0.0220222
"NA19916","ASW","orchid3","ASW",-0.0379603,-0.00902618,0.00322877,-0.0255492
"NA19917","ASW","orchid3","ASW",-0.039253,-0.00837856,0.00449292,-0.0284377
"NA19918","ASW","orchid3","ASW",-0.0382112,-0.00886696,0.00415578,-0.0292123
"NA19919","ASW","orchid3","ASW",-0.0372674,-0.00877613,0.00380076,-0.0219192
"NA19921","ASW","orchid3","ASW",-0.0211857,-0.00317773,0.00583754,-0.021727
"NA19982","ASW","orchid3","ASW",-0.0369726,-0.0077287,0.00609673,-0.0210017
"NA19983","ASW","orchid3","ASW",-0.0311768,-0.00765325,0.00672513,-0.0260366
"NA19985","ASW","orchid3","ASW",-0.0292449,-0.0088394,0.00584031,-0.0210845
"NA20126","ASW","orchid3","ASW",-0.02732,-0.00738867,0.00397594,-0.0238598
"NA20127","ASW","orchid3","ASW",-0.03983,-0.00757634,0.00560947,-0.0247822
"NA20128","ASW","orchid3","ASW",-0.0346001,-0.00780254,0.00562901,-0.0248589
"NA20129","ASW","orchid3","ASW",-0.0315093,-0.005961,0.00499571,-0.0259901
"NA20276","ASW","orchid3","ASW",-0.0345948,-0.00954366,0.00369705,-0.0230124
"NA20277","ASW","orchid3","ASW",-0.0361217,-0.00778954,0.00252891,-0.023006
"NA20279","ASW","orchid3","ASW",-0.020477,-0.00892124,0.00536933,-0.0207417
"NA20281","ASW","orchid3","ASW",-0.0364108,-0.00948046,0.00467702,-0.0179101
"NA20282","ASW","orchid3","ASW",-0.029394,-0.00854705,0.0071703,-0.0281181
"NA20284","ASW","orchid3","ASW",-0.0276928,-0.00840535,0.00529087,-0.0232111
"NA20287","ASW","orchid3","ASW",-0.0350888,-0.00753956,0.00533568,-0.0199265
"NA20288","ASW","orchid3","ASW",-0.0364012,-0.00734864,0.00418402,-0.0213934
"NA20289","ASW","orchid3","ASW",-0.0314355,-0.00874065,0.00475922,-0.0221348
"NA20290","ASW","orchid3","ASW",-0.0377973,-0.00792725,0.00509025,-0.0243587
"NA20291","ASW","orchid3","ASW",-0.0431476,-0.00771244,0.00303204,-0.0244995
"NA20292","ASW","orchid3","ASW",-0.0300067,-0.00703851,0.00276571,-0.0218093
"NA20294","ASW","orchid3","ASW",-0.0367616,-0.00855569,0.00472374,-0.0228448
"NA20295","ASW","orchid3","ASW",-0.0376594,-0.00815568,0.00500315,-0.026733
"NA20297","ASW","orchid3","ASW",-0.0348383,-0.00890015,0.00328929,-0.0205732
"NA20300","ASW","orchid3","ASW",-0.0261215,0.00395793,0.00397668,-0.0256252
"NA20301","ASW","orchid3","ASW",-0.031555,-0.00860064,0.00732858,-0.029699
"NA20302","ASW","orchid3","ASW",-0.033209,-0.00823993,0.00570881,-0.0290398
"NA20317","ASW","orchid3","ASW",-0.0272811,-0.00919548,0.00505485,-0.0216387
"NA20319","ASW","orchid3","ASW",-0.0272881,-0.00594269,0.00558539,-0.0234504
"NA20322","ASW","orchid3","ASW",-0.0311589,-0.0093662,0.00517111,-0.0203994
"NA20332","ASW","orchid3","ASW",-0.0323054,-0.00911386,0.00723803,-0.0237149
"NA20333","ASW","orchid3","ASW",-0.0361245,-0.00895678,0.00595418,-0.0259292
"NA20334","ASW","orchid3","ASW",-0.0236014,-0.0085761,0.00324853,-0.0231604
"NA20335","ASW","orchid3","ASW",-0.0307604,-0.00886931,0.00558032,-0.0194416
"NA20336","ASW","orchid3","ASW",-0.0228824,-0.00820634,0.00382329,-0.0223785
"NA20337","ASW","orchid3","ASW",-0.0287476,-0.00804458,0.0047595,-0.0173645
"NA20340","ASW","orchid3","ASW",-0.0365032,-0.00817782,0.00466429,-0.0219278
"NA20341","ASW","orchid3","ASW",-0.0326797,-0.00818852,0.00470662,-0.0229898
"NA20342","ASW","orchid3","ASW",-0.0222892,-0.008305,0.00267148,-0.0174183
"NA20343","ASW","orchid3","ASW",-0.0285407,-0.00912014,0.00392517,-0.0257914
"NA20344","ASW","orchid3","ASW",-0.0314906,-0.00843045,0.00407611,-0.0247376
"NA20345","ASW","orchid3","ASW",-0.0330846,-0.00843327,0.0035546,-0.0229183
"NA20346","ASW","orchid3","ASW",-0.0350979,-0.00839883,0.00544994,-0.0257634
"NA20347","ASW","orchid3","ASW",-0.030382,-0.00895177,0.00412321,-0.0242959
"NA20348","ASW","orchid3","ASW",-0.0366537,-0.00846996,0.00296893,-0.0216902
"NA20349","ASW","orchid3","ASW",-0.0295856,-0.00917399,0.00416598,-0.0227957
"NA20350","ASW","orchid3","ASW",-0.0320135,-0.00836776,0.00344339,-0.0224435
"NA20356","ASW","orchid3","ASW",-0.0366144,-0.00933432,0.00428638,-0.0232894
"NA20357","ASW","orchid3","ASW",-0.0393534,-0.00747521,0.00520937,-0.0228079
"NA20358","ASW","orchid3","ASW",-0.0372473,-0.00871909,0.00491459,-0.0208108
"NA20359","ASW","orchid3","ASW",-0.0315663,-0.00817583,0.00431619,-0.0261577
"NA20360","ASW","orchid3","ASW",-0.031365,-0.00818555,0.00471943,-0.0272676
"NA20363","ASW","orchid3","ASW",-0.0283999,-0.0085564,0.00405827,-0.0224417
"NA20364","ASW","orchid3","ASW",-0.0298521,-0.00856702,0.00450337,-0.0239763
"NA20502","TSI","gray","TSI",0.0128697,-0.0102453,-0.000210896,0.0108763
"NA20504","TSI","gray","TSI",0.0130899,-0.00913254,-0.00312063,0.00167285
"NA20505","TSI","gray","TSI",0.0124355,-0.0109962,0.000346774,0.00182693
"NA20506","TSI","gray","TSI",0.0126415,-0.00978974,-0.00243761,0.0032443
"NA20508","TSI","gray","TSI",0.0124922,-0.0110277,-0.00139577,0.00430337
"NA20509","TSI","gray","TSI",0.0127745,-0.0103657,-0.00424289,0.00503814
"NA20510","TSI","gray","TSI",0.0117718,-0.0109216,-0.00333429,0.000449654
"NA20512","TSI","gray","TSI",0.0126223,-0.00974613,-0.00111342,0.00628694
"NA20515","TSI","gray","TSI",0.0123651,-0.00963981,-0.00244545,0.00109602
"NA20516","TSI","gray","TSI",0.0128303,-0.0100383,-0.00216418,0.00496206
"NA20517","TSI","gray","TSI",0.0130327,-0.0108134,-0.0012918,0.00475756
"NA20518","TSI","gray","TSI",0.0126459,-0.0112562,-0.00285431,0.00452324
"NA20519","TSI","gray","TSI",0.0126562,-0.0103084,-0.0012936,0.00325967
"NA20520","TSI","gray","TSI",0.012613,-0.0103631,-0.00207642,0.00409161
"NA20521","TSI","gray","TSI",0.0123497,-0.0114819,-0.00218237,0.00699971
"NA20522","TSI","gray","TSI",0.0124545,-0.0102454,-0.00238025,0.00491103
"NA20524","TSI","gray","TSI",0.0131134,-0.0107863,-0.0013553,0.00464148
"NA20525","TSI","gray","TSI",0.0121661,-0.0111354,0.00061865,0.0076205
"NA20527","TSI","gray","TSI",0.0128277,-0.0110903,-0.00176888,0.000919158
"NA20528","TSI","gray","TSI",0.011904,-0.0106052,-0.00190147,0.00396872
"NA20529","TSI","gray","TSI",0.012415,-0.00973079,0.000407318,0.00543312
"NA20530","TSI","gray","TSI",0.0124493,-0.0102131,-0.00476332,0.001613
"NA20531","TSI","gray","TSI",0.0122437,-0.0106337,-0.000309149,0.00470751
"NA20534","TSI","gray","TSI",0.012961,-0.0107997,-0.00144042,0.00160815
"NA20535","TSI","gray","TSI",0.0125187,-0.0110243,-0.000259554,0.00436202
"NA20538","TSI","gray","TSI",0.0122202,-0.0101821,-0.0026991,0.000983054
"NA20539","TSI","gray","TSI",0.012413,-0.0108554,-0.000982883,0.00479349
"NA20540","TSI","gray","TSI",0.0129136,-0.0109273,-0.00115343,0.00397904
"NA20541","TSI","gray","TSI",0.0125467,-0.0107135,-0.000811279,0.00441068
"NA20542","TSI","gray","TSI",0.0124137,-0.010277,-0.00221116,0.00285633
"NA20543","TSI","gray","TSI",0.0127916,-0.0102068,-0.00051754,0.00347032
"NA20544","TSI","gray","TSI",0.0124544,-0.0106852,-0.00138942,0.00544566
"NA20581","TSI","gray","TSI",0.0129897,-0.0106129,-0.00238419,0.00655891
"NA20582","TSI","gray","TSI",0.0121247,-0.0103415,-0.00181446,0.00326857
"NA20586","TSI","gray","TSI",0.0129997,-0.0110313,-0.00200615,0.0047227
"NA20588","TSI","gray","TSI",0.0124235,-0.00971552,4.32502e-05,0.00487027
"NA20589","TSI","gray","TSI",0.0125473,-0.0111923,-0.002225,0.00591236
"NA20752","TSI","gray","TSI",0.0124848,-0.0105176,-0.0036066,0.00580865
"NA20753","TSI","gray","TSI",0.0118008,-0.0104434,-0.00310572,0.00784833
"NA20754","TSI","gray","TSI",0.0120596,-0.0109253,-0.00164082,0.00263094
"NA20755","TSI","gray","TSI",0.012756,-0.0108985,-0.00235816,0.00873326
"NA20756","TSI","gray","TSI",0.0119669,-0.01049,-0.000990489,0.00715222
"NA20757","TSI","gray","TSI",0.0122727,-0.0104338,-0.00294914,0.0035231
"NA20758","TSI","gray","TSI",0.0120323,-0.0112999,-0.000315404,0.00623165
"NA20759","TSI","gray","TSI",0.0126309,-0.0101003,-0.00137254,0.00699916
"NA20760","TSI","gray","TSI",0.0120816,-0.0101869,-0.00200965,0.00192668
"NA20761","TSI","gray","TSI",0.0127767,-0.0101231,-0.000831124,0.00510802
"NA20765","TSI","gray","TSI",0.0120734,-0.0108359,-0.000661102,0.0056614
"NA20766","TSI","gray","TSI",0.01267,-0.0110216,-0.00414665,0.00615773
"NA20768","TSI","gray","TSI",0.0126992,-0.0103279,-0.00228968,0.00415252
"NA20769","TSI","gray","TSI",0.0123337,-0.0107422,-0.00154278,0.00235724
"NA20770","TSI","gray","TSI",0.0119324,-0.0107423,-0.00151856,0.00433688
"NA20771","TSI","gray","TSI",0.011975,-0.0113406,-0.000490991,0.00459473
"NA20772","TSI","gray","TSI",0.0121561,-0.0105456,-0.00312392,0.00652816
"NA20773","TSI","gray","TSI",0.012599,-0.0101462,-0.00212404,0.00563164
"NA20774","TSI","gray","TSI",0.0118563,-0.0108628,-0.00269061,0.00512475
"NA20775","TSI","gray","TSI",0.0120587,-0.00983583,-0.0023564,0.00707332
"NA20778","TSI","gray","TSI",0.012376,-0.00999254,-0.00101732,0.00341089
"NA20783","TSI","gray","TSI",0.0124732,-0.0106841,-0.00190643,0.00565473
"NA20785","TSI","gray","TSI",0.0124383,-0.0106296,-0.00252324,0.00558582
"NA20786","TSI","gray","TSI",0.0123021,-0.0102666,-0.00146673,0.00441237
"NA20787","TSI","gray","TSI",0.0121423,-0.0107196,-0.00131722,0.00452012
"NA20790","TSI","gray","TSI",0.0125376,-0.0111065,-0.00196315,0.00356292
"NA20792","TSI","gray","TSI",0.013035,-0.0106214,-0.00112537,0.00402612
"NA20795","TSI","gray","TSI",0.0122843,-0.0112693,-0.00437933,0.00497252
"NA20796","TSI","gray","TSI",0.0126036,-0.0113896,-0.00169337,0.00389036
"NA20797","TSI","gray","TSI",0.0123332,-0.0100239,-0.000439394,0.0079477
"NA20799","TSI","gray","TSI",0.0134216,-0.0111527,-0.00291167,0.00219426
"NA20800","TSI","gray","TSI",0.0125283,-0.0122498,-0.00116232,0.00645232
"NA20801","TSI","gray","TSI",0.0126475,-0.00999569,-0.00161809,0.00201132
"NA20802","TSI","gray","TSI",0.0124669,-0.0101322,-0.00184667,0.00466216
"NA20803","TSI","gray","TSI",0.0132303,-0.0107461,-0.001329,0.00268478
"NA20804","TSI","gray","TSI",0.0120068,-0.0101529,-0.000279192,0.00478551
"NA20805","TSI","gray","TSI",0.0121905,-0.0105496,-0.00237384,0.00305366
"NA20806","TSI","gray","TSI",0.0120894,-0.0109389,-0.00103925,0.00740277
"NA20807","TSI","gray","TSI",0.0123772,-0.00969737,-0.00095583,0.00312142
"NA20808","TSI","gray","TSI",0.0121255,-0.0102192,-0.00141608,0.00705009
"NA20809","TSI","gray","TSI",0.0121851,-0.0104359,-0.0019296,0.00390063
"NA20810","TSI","gray","TSI",0.0121964,-0.0111267,-0.000753187,0.00751378
"NA20811","TSI","gray","TSI",0.012575,-0.0113583,-0.00347328,0.00510229
"NA20812","TSI","gray","TSI",0.0124894,-0.0105362,-0.00144198,0.00277722
"NA20813","TSI","gray","TSI",0.0125176,-0.01097,-0.00238264,0.00544467
"NA20815","TSI","gray","TSI",0.012246,-0.0111245,-0.00297793,0.00277073
"NA20816","TSI","gray","TSI",0.0125763,-0.0102482,-0.00258443,0.0033052
"NA20818","TSI","gray","TSI",0.0130955,-0.0107199,-0.000962804,0.00502021
"NA20819","TSI","gray","TSI",0.0123648,-0.00981408,-0.00279882,0.00296884
"NA20826","TSI","gray","TSI",0.0122656,-0.0106129,-0.0024746,0.00228037
"NA20828","TSI","gray","TSI",0.0119442,-0.0111862,-0.0016155,0.00748581
"NA20845","GIH","chocolate2","GIH",0.00425652,0.00941088,-0.00404088,0.03155
"NA20846","GIH","chocolate2","GIH",0.00484575,0.00742062,-0.00540044,0.0283706
"NA20847","GIH","chocolate2","GIH",0.00402516,0.0101486,-0.00555118,0.0380002
"NA20849","GIH","chocolate2","GIH",0.00350094,0.0105308,-0.00753229,0.0376629
"NA20850","GIH","chocolate2","GIH",0.00607062,0.00622036,-0.00456007,0.0239177
"NA20851","GIH","chocolate2","GIH",0.00394753,0.0099417,-0.00635475,0.0351055
"NA20852","GIH","chocolate2","GIH",0.0045522,0.00779392,-0.00478274,0.0283995
"NA20853","GIH","chocolate2","GIH",0.00409704,0.0112067,-0.00464062,0.0383622
"NA20854","GIH","chocolate2","GIH",0.00559671,0.00772483,-0.0033634,0.0316201
"NA20856","GIH","chocolate2","GIH",0.00388953,0.00948739,-0.00516124,0.0369552
"NA20858","GIH","chocolate2","GIH",0.00641078,0.00320211,-0.00412581,0.0225734
"NA20859","GIH","chocolate2","GIH",0.00360468,0.00994867,-0.00558344,0.036669
"NA20861","GIH","chocolate2","GIH",0.00388232,0.0107865,-0.00504019,0.0367456
"NA20862","GIH","chocolate2","GIH",0.00690821,0.00407449,-0.00496702,0.0234053
"NA20866","GIH","chocolate2","GIH",0.00451797,0.00760717,-0.00317418,0.029382
"NA20869","GIH","chocolate2","GIH",0.00391745,0.0102246,-0.00365083,0.0390657
"NA20870","GIH","chocolate2","GIH",0.00664415,0.00372622,-0.00477704,0.0212012
"NA20871","GIH","chocolate2","GIH",0.00418023,0.0113454,-0.00574914,0.0376155
"NA20872","GIH","chocolate2","GIH",0.00596296,0.00457043,-0.00619472,0.0260474
"NA20873","GIH","chocolate2","GIH",0.00544898,0.00722016,-0.00463773,0.0293935
"NA20874","GIH","chocolate2","GIH",0.00440845,0.00937997,-0.00331776,0.0329863
"NA20875","GIH","chocolate2","GIH",0.0039439,0.0108384,-0.0039511,0.0387898
"NA20876","GIH","chocolate2","GIH",0.00465822,0.0101897,-0.00669946,0.0400589
"NA20877","GIH","chocolate2","GIH",0.00420596,0.00881183,-0.00665865,0.0359956
"NA20879","GIH","chocolate2","GIH",0.00451487,0.00844196,-0.00397769,0.0288027
